"fechaobservacion","valorobservado","nombreestacion","codigoestacion","latitud","longitud","unidadmedida"
"2016-02-23T16:00:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T16:10:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T16:20:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T16:30:00.000","0.002","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T16:40:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T16:50:00.000","0.007","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:00:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:10:00.000","0.004","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:20:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:30:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:40:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T17:50:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:00:00.000","0.009","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:10:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:20:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:30:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:40:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T18:50:00.000","0.009","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:00:00.000","0.004","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:10:00.000","0.005","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:20:00.000","0.016","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:30:00.000","0.007","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:40:00.000","0.008","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T19:50:00.000","0.01","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:00:00.000","0.004","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:10:00.000","0.008","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:20:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:30:00.000","0.015","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:40:00.000","0.355","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T20:50:00.000","0.007","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:00:00.000","0.015","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:10:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:20:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:30:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:40:00.000","0.012","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T21:50:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:00:00.000","0.014","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:10:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:20:00.000","0.015","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:30:00.000","0.013","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:40:00.000","0.004","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T22:50:00.000","0.02","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:00:00.000","0.012","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:10:00.000","0.014","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:20:00.000","0.014","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:30:00.000","0.01","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:40:00.000","0.015","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-23T23:50:00.000","0.012","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:00:00.000","0.007","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:10:00.000","0.008","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:20:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:30:00.000","0.011","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:40:00.000","0.014","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T00:50:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:00:00.000","0.012","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:10:00.000","0.008","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:20:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:30:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:40:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T01:50:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:00:00.000","0.008","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:10:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:20:00.000","0.017","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:30:00.000","0.013","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:40:00.000","0.036","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T02:50:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:00:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:10:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:20:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:30:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:40:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T03:50:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:00:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:10:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:20:00.000","0.353","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:30:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:40:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T04:50:00.000","0.354","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:00:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:10:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:20:00.000","0.005","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:30:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:40:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T05:50:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:00:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:10:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:20:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:30:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:40:00.000","0","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T06:50:00.000","0.018","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:00:00.000","0.355","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:10:00.000","0.004","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:20:00.000","0.052","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:30:00.000","0.047","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:40:00.000","0.098","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T07:50:00.000","0.124","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:00:00.000","0.12","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:10:00.000","0.113","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:20:00.000","0.125","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:30:00.000","0.129","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:40:00.000","0.124","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T08:50:00.000","0.132","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:00:00.000","0.127","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:10:00.000","0.127","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:20:00.000","0.127","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:30:00.000","0.12","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:40:00.000","0.126","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T09:50:00.000","0.133","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:00:00.000","0.141","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:10:00.000","0.154","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:20:00.000","0.156","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:30:00.000","0.164","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:40:00.000","0.163","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T10:50:00.000","0.168","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:00:00.000","0.164","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:10:00.000","0.172","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:20:00.000","0.17","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:30:00.000","0.183","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:40:00.000","0.187","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T11:50:00.000","0.186","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:00:00.000","0.188","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:10:00.000","0.191","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:20:00.000","0.196","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:30:00.000","0.197","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:40:00.000","0.195","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T12:50:00.000","0.195","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:00:00.000","0.198","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:10:00.000","0.204","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:20:00.000","0.213","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:30:00.000","0.219","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:40:00.000","0.221","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T13:50:00.000","0.217","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:00:00.000","0.227","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:10:00.000","0.226","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:20:00.000","0.234","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:30:00.000","0.236","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:40:00.000","0.233","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T14:50:00.000","0.242","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:00:00.000","0.249","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:10:00.000","0.254","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:20:00.000","0.257","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:30:00.000","0.257","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:40:00.000","0.273","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T15:50:00.000","0.284","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:00:00.000","0.292","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:10:00.000","0.294","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:20:00.000","0.286","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:30:00.000","0.287","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:40:00.000","0.292","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T16:50:00.000","0.293","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:00:00.000","0.288","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:10:00.000","0.306","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:20:00.000","0.324","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:30:00.000","0.328","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:40:00.000","0.33","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T17:50:00.000","0.336","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:00:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:10:00.000","0.346","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:20:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:30:00.000","0.35","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:40:00.000","0.353","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T18:50:00.000","0.354","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:00:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:10:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:20:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:30:00.000","0.353","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:40:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T19:50:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:00:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:10:00.000","0.345","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:20:00.000","0.343","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:30:00.000","0.338","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:40:00.000","0.342","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T20:50:00.000","0.343","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:00:00.000","0.341","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:10:00.000","0.344","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:20:00.000","0.341","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:30:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:40:00.000","0.341","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T21:50:00.000","0.344","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:00:00.000","0.344","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:10:00.000","0.345","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:20:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:30:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:40:00.000","0.35","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T22:50:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:00:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:10:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:20:00.000","0.345","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:30:00.000","0.343","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:40:00.000","0.346","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-24T23:50:00.000","0.345","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:00:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:10:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:20:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:30:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:40:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T00:50:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:00:00.000","0.342","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:10:00.000","0.343","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:20:00.000","0.341","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:30:00.000","0.341","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:40:00.000","0.337","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T01:50:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:00:00.000","0.336","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:10:00.000","0.335","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:20:00.000","0.337","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:30:00.000","0.34","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:40:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T02:50:00.000","0.335","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:00:00.000","0.342","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:10:00.000","0.336","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:20:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:30:00.000","0.338","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:40:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T03:50:00.000","0.334","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:00:00.000","0.334","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:10:00.000","0.332","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:20:00.000","0.33","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:30:00.000","0.332","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:40:00.000","0.335","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T04:50:00.000","0.33","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:00:00.000","0.33","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:10:00.000","0.33","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:20:00.000","0.335","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:30:00.000","0.334","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:40:00.000","0.334","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T05:50:00.000","0.337","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:00:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:10:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:20:00.000","0.339","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:30:00.000","0.343","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:40:00.000","0.346","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T06:50:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:00:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:10:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:20:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:30:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:40:00.000","0.347","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T07:50:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:00:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:10:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:20:00.000","0.345","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:30:00.000","0.349","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:40:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T08:50:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:00:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:10:00.000","0.355","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:20:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:30:00.000","0.353","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:40:00.000","0.355","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T09:50:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:00:00.000","0.353","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:10:00.000","0.35","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:20:00.000","0.354","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:30:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:40:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T10:50:00.000","0.352","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:00:00.000","0.002","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:10:00.000","0.002","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:20:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:30:00.000","0.356","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:40:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T11:50:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:00:00.000","0.348","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:10:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:20:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:30:00.000","0.351","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:40:00.000","0.357","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T12:50:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:00:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:10:00.000","0.36","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:20:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:30:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:40:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T13:50:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:00:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:10:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:20:00.000","0.358","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:30:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:40:00.000","0.006","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T14:50:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:00:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:10:00.000","0.003","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:20:00.000","0.002","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:30:00.000","0.013","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:40:00.000","0.001","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T15:50:00.000","0.002","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T16:00:00.000","0.35","TESORO INVEMAR","0014017001","10.235","-75.741","m"
"2016-02-25T16:10:00.000","0.359","TESORO INVEMAR","0014017001","10.235","-75.741","m"
