"fecha_inicio","fecha_final","departamento","municipio","tipo_tecnologia","gm","dm","cm","id_empresa","empresa","ano_repor","cod_periodo"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","77","1","1210.42","231.24","84.96","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","99","1","1242.2","176.04","57.02","22042","MUNICIPIO DE BOJAYA","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","99","1","1503.1597","179.7358","154.727","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","99","1","1512.0329","183.1088","157.4771","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","2"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","99","1","1235.92","179.35","58.03","22042","MUNICIPIO DE BOJAYA","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","99","1","1509.6102","185.2347","160.0921","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","3"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","99","1","1239.81","181.63","58.99","22042","MUNICIPIO DE BOJAYA","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","99","1","1507.3068","185.2041","161.774","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","4"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","99","1","1240.88","181.4","59.61","22042","MUNICIPIO DE BOJAYA","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","99","1","1516.6205","183.2211","163.0385","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","5"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","99","1","1237.97","179.46","60.08","22042","MUNICIPIO DE BOJAYA","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","99","1","1256.3","177.66","60.34","22042","MUNICIPIO DE BOJAYA","2023","6"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","99","1","1523.2002","181.6267","163.7506","26083","COMPAÑIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BOJAYA S.A E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","135","1","1324.9421","179.7358","98.3727","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","135","1","1318.9718","183.1088","100.1212","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","135","1","1324.7217","185.2347","101.7837","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","135","1","1353.2843","185.2041","102.8531","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","135","1","1365.0206","183.2211","103.6571","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","135","1","1372.3723","181.6267","104.1098","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","205","1","1370.2935","179.7358","137.2377","37735","ENERPACIFIC S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","205","1","1364.078","183.1088","139.6769","37735","ENERPACIFIC S.A.S. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","205","1","1370.107","185.2347","141.9964","37735","ENERPACIFIC S.A.S. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","205","1","1372.1707","185.2041","143.4882","37735","ENERPACIFIC S.A.S. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","205","1","1379.5862","183.2211","144.6098","37735","ENERPACIFIC S.A.S. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","205","1","1392.2843","181.6267","145.2414","37735","ENERPACIFIC S.A.S. E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","245","1","1533.7301","179.7358","127.013","37735","ENERPACIFIC S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","245","1","1530.6156","183.1088","129.2705","37735","ENERPACIFIC S.A.S. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","245","1","1538.5336","185.2347","131.4171","37735","ENERPACIFIC S.A.S. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","245","1","1540.1894","185.2041","132.7978","37735","ENERPACIFIC S.A.S. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","245","1","1545.933","183.2211","133.8358","37735","ENERPACIFIC S.A.S. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","245","1","1557.1392","181.6267","134.4203","37735","ENERPACIFIC S.A.S. E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","250","1","956.4853","29.6735","103.2245","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","250","1","1115.48","68.94","194.0","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","250","1","1095.56","68.94","197.45","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","2"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","250","1","939.5521","30.092","105.0592","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","250","1","1105.94","69.98","200.73","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","3"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","250","1","924.5761","30.01","106.8038","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","250","1","1100.4","69.01","202.84","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","4"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","250","1","941.6217","34.5187","107.9259","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","250","1","1111.11","68.96","204.43","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","5"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","250","1","937.5498","33.5077","108.7695","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","250","1","1135.01","68.52","205.32","34274","EMPRESA DE SERVICIOS PUCLICOS Y ENERGIA DEL LITORAL DEL SAN JUAN S.A.S. E.S.P.","2023","6"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","250","1","950.7825","33.5415","109.2445","48383","ELECTRO LITORAL F.J.M S.A.S. E.S.P","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","361","1","1612.62","211.52","125.71","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","361","1","1597.14","212.07","128.44","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","361","1","1601.8","214.48","130.07","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","361","1","1619.03","212.14","131.44","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","361","1","1619.33","208.89","132.46","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","361","1","1612.3","204.31","133.04","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","372","1","1402.04","146.29","74.26","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","372","1","1393.46","146.67","75.56","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","372","1","1393.46","146.67","75.56","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","372","1","1377.38","130.4","78.3","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","372","1","1464.0","148.49","89.76","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","372","1","1471.86","147.27","90.15","20432","ELECTRIFICADORA DEL PACIFICO S.A. E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","413","1","1452.5458","179.7358","139.6606","37735","ENERPACIFIC S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","413","1","1448.0459","183.1088","142.1429","37735","ENERPACIFIC S.A.S. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","413","1","1454.6947","185.2347","144.5032","37735","ENERPACIFIC S.A.S. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","413","1","1457.7654","185.2041","146.0214","37735","ENERPACIFIC S.A.S. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","413","1","1464.5338","183.2211","147.1628","37735","ENERPACIFIC S.A.S. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","413","1","1476.3782","181.6267","147.8055","37735","ENERPACIFIC S.A.S. E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","425","1","1565.8832","179.7358","137.9786","20170","MUNICIPIO DEL MEDIO ATRATO","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","425","1","1559.9993","183.1088","140.4309","20170","MUNICIPIO DEL MEDIO ATRATO","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","425","1","1595.0683","185.2347","142.7629","20170","MUNICIPIO DEL MEDIO ATRATO","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","425","1","1582.9047","185.2041","144.2628","20170","MUNICIPIO DEL MEDIO ATRATO","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","425","1","1570.2289","183.2211","145.3904","20170","MUNICIPIO DEL MEDIO ATRATO","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","425","1","1574.1278","181.3916","146.0254","20170","MUNICIPIO DEL MEDIO ATRATO","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","430","1","1212.78","239.71","80.28","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","430","1","1612.62","211.52","125.71","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","430","1","1205.5","239.79","81.7","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","2"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","430","1","1597.14","212.07","128.44","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","430","1","1601.8","214.48","130.07","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","3"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","430","1","1211.2","242.52","83.06","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","430","1","1619.03","212.14","131.44","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","4"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","430","1","1203.55","239.91","83.93","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","430","1","1619.33","208.89","132.46","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","5"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","430","1","1209.4","236.44","84.59","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","430","1","1612.3","204.31","133.04","22728","ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DEL MEDIO BAUDO","2023","6"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","430","1","1210.42","231.24","84.96","1811","E. S. P. DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO S.A.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","450","1","1233.5125","179.7358","94.0589","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","450","1","1042.3025","183.1088","95.7307","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","450","1","1232.7725","185.2347","97.3203","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","450","1","1234.1117","185.2041","98.3428","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","450","1","1244.6945","183.2211","99.1115","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","450","1","1249.4993","181.6267","99.5444","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","491","1","1345.36","25.85","212.93","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","491","1","1340.65","26.33","216.47","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","491","1","1343.38","26.64","218.74","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","491","1","1343.47","26.63","218.74","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","491","1","1356.22","26.35","220.45","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","491","1","1366.17","26.09","221.42","37953","Prestadora de Servicios Públicos y Energía en ZOnas No Conectadas ESP SAS","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","495","1","1116.32","90.5","46.72","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","495","1","1427.89","182.97","118.71","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","495","1","1398.19","186.4","120.82","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","2"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","495","1","1070.21","88.01","47.44","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","495","1","1080.96","93.32","46.66","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","3"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","495","1","1426.73","188.77","122.82","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","495","1","1446.75","188.7","124.11","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","4"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","495","1","1088.97","93.47","45.16","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","495","1","1457.34","186.42","125.08","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","5"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","495","1","1103.19","92.35","45.52","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","495","1","1124.62","91.59","45.72","1809","EMPRESA ELECTRIFICADORA DE NUQUI   E.S.P.   S. A ECONOMIA MIXTA","2023","6"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","495","1","1470.65","184.65","125.63","59450","AMBAR SERVICIOS DE OCCIDENTE ESP SAS","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","600","1","1409.5693","179.7358","111.3105","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","600","1","1201.1322","183.1088","113.2889","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","600","1","1411.0061","185.2347","115.1701","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","600","1","1412.6855","185.2041","116.3801","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","600","1","1423.6871","183.2211","117.2898","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","600","1","1428.4995","181.6267","117.8021","44199","SOLENERGETICAS S.A.S. E.S.P.","2023","6"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","660","1","1086.1","26.63","143.03","50543","EAT ELECTRIFICADORA DE LA ZONA URBANA Y RURAL DE CHOCO","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","660","1","1101.25","26.35","144.14","50543","EAT ELECTRIFICADORA DE LA ZONA URBANA Y RURAL DE CHOCO","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","660","1","1112.0","26.09","144.77","50543","EAT ELECTRIFICADORA DE LA ZONA URBANA Y RURAL DE CHOCO","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","27","745","1","1525.99","176.04","99.98","20153","MUNICIPIO DE SIPI","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","27","745","1","1519.43","179.35","101.76","20153","MUNICIPIO DE SIPI","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","27","745","1","1529.13","181.63","103.45","20153","MUNICIPIO DE SIPI","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","27","745","1","1537.74","181.4","104.54","20153","MUNICIPIO DE SIPI","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","27","745","1","1532.39","179.46","105.35","20153","MUNICIPIO DE SIPI","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","27","745","1","1550.96","177.66","105.82","20153","MUNICIPIO DE SIPI","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","44","847","1","764.13","35.5","64.56","42637","HELIOS ENERGIA S.A. ESP","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","44","847","1","777.97","35.51","79.6","42637","HELIOS ENERGIA S.A. ESP","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","44","847","1","754.91","35.5","108.69","42637","HELIOS ENERGIA S.A. ESP","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","44","847","1","776.92","35.99","150.05","42637","HELIOS ENERGIA S.A. ESP","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","44","847","1","750.26","35.29","121.34","42637","HELIOS ENERGIA S.A. ESP","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","44","847","1","841.09","35.25","101.29","42637","HELIOS ENERGIA S.A. ESP","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","50","325","1","1191.2","210.29","43.08","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","50","325","1","1216.17","213.39","43.85","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","50","325","1","1190.13","216.58","44.58","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","50","325","1","1221.46","216.29","45.05","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","50","325","1","1190.39","213.98","45.39","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","50","325","1","1172.08","211.92","45.6","25680","ELECTRIFICADORA DE MAPIRIPÁN S.A. E.S.P.","2023","6"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","52","79","1","1748.6544","183.1088","56.2612","57214","OTPRIM S.A.S.","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","52","79","1","1760.2368","185.2347","57.1954","57214","OTPRIM S.A.S.","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","52","79","1","1761.7662","185.2041","57.7963","57214","OTPRIM S.A.S.","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","52","79","1","1769.8339","183.2211","58.2481","57214","OTPRIM S.A.S.","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","52","79","1","1775.1961","181.3916","58.5025","57214","OTPRIM S.A.S.","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","52","250","1","1464.89","218.14","105.48","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","52","250","1","1231.23","112.96","115.57","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","1"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","52","250","1","1213.11","114.51","117.62","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","2"
"2023-02-01T00:00:00.000","2023-02-28T00:00:00.000","52","250","1","1450.43","218.58","107.35","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","2"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","52","250","1","1457.22","221.06","109.13","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","3"
"2023-03-01T00:00:00.000","2023-03-31T00:00:00.000","52","250","1","1217.59","116.16","119.57","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","3"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","52","250","1","1453.93","218.67","110.28","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","4"
"2023-04-01T00:00:00.000","2023-04-30T00:00:00.000","52","250","1","1217.97","114.22","120.83","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","4"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","52","250","1","1462.27","215.21","111.14","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","5"
"2023-05-01T00:00:00.000","2023-05-31T00:00:00.000","52","250","1","1228.38","113.28","121.77","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","5"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","52","250","1","1232.72","111.37","122.31","25681","ASOCIACION DE ENERGIA DE LAS ZONAS RURALES DEL MUNICIPIO DE EL CHARCO","2023","6"
"2023-06-01T00:00:00.000","2023-06-30T00:00:00.000","52","250","1","1460.51","210.85","111.63","23423","EMPRESA ASOCIATIVA DE TRABAJO ENERGIA DEL SUR","2023","6"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","52","390","1","1305.8795","179.7358","261.7836","43076","EMPRESA ASOCIATIVA DE TRABAJO Y LA PRESTACIÓN DEL SERVICIO DE ENERGÍA EN LA ZONA RURAL DEL MUNICIPIO DE LA TOLA NARIÑO","2023","1"
"2023-01-01T00:00:00.000","2023-01-31T00:00:00.000","52","390","1","1261.37","96.37","116.04","38850","EMPRESA DE SERVICIOS PÚBLICOS DE ENERGÍA ELÉCTRICA DE LAS PLAYAS ASOCIADAS - ENERPLASO S.A. E.S.P.","2023","1"
