"codigo_localidad","consumo_complementario","identificador_empresa","consumo_basico","tipo_categoria","periodo","facturacion_consumo_basico","dias_facturados","nom_mpio","consumo_residencial","fch_ini_per_factura","estrato_sector","porcentaje_subsidio","valor_refacturacion","valor_subsidio","tension","nom_dpto","nombre","fch_exp_factura","fact_consumo_complementario","ano","fact_consumo_residencial","intereses_mora","nombre_localidad","ubicacion","tipo_factura","valor_total_facturado","valor_mora","nom_poblad","tipo_conexion","codigo_conexion","niu","id_factura","tipo_lectura"
"1300100700001","0.0","48907","21.3","L","2","22918.38","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-17515.42",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","5402.96","0.0","ISLA FUERTE","P","1","894916744816577196894916744","429229954292299542922995","E"
"1300100700001","0.0","48907","68.1","L","2","73274.26","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-56000.01",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","17274.25","0.0","ISLA FUERTE","P","1","140471348633348854140471348","310063308310063308310063308","E"
"1300100700001","0.0","48907","23.7","L","2","25500.73","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-19488.99",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","6011.74","0.0","ISLA FUERTE","P","1","7942243460598701479422434","202477778202477778202477778","E"
"1300100700001","0.0","48907","30.6","L","2","32925","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-25163",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","7762","0.0","ISLA FUERTE","P","1","131149714542321202131149714","267352317267352317267352317","E"
"1300100700001","0.0","48907","28.0","L","2","30127.45","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-23024.97",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","7102.48","0.0","ISLA FUERTE","P","1","446416193698382146446416193","232426926232426926232426926","E"
"1300100700001","0.0","48907","32.4","L","2","34861.76","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-26643.18",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","8218.58","0.0","ISLA FUERTE","P","1","74537340436341421745373404","408759160408759160408759160","E"
"1300100700001","0.0","48907","28.2","L","2","30342.64","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-23189.43",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","7153.21","0.0","ISLA FUERTE","P","1","819574273347524515819574273","362758113627581136275811","E"
"1300100700001","0.0","48907","0.0","L","2","0","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","0",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","0","0.0","ISLA FUERTE","P","1","158328950969223471158328950","155324756155324756155324756","E"
"1300100700001","0.0","48907","42.0","L","2","45191.17","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","-34537.45",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","10653.72","0.0","ISLA FUERTE","P","1","2469682612180014824696826","138149795138149795138149795","E"
"1300100700001","0.0","48907","0.0","L","2","0","28","CARTAGENA DE INDIAS","0.0","2022-02-28T00:00:00.000","1","-0.760","0.0","0",,"BOLÍVAR","SOLING DEL SINU S.A.S. E.S.P.","2022-03-08T00:00:00.000","0.0","2022","0.0","0.0","ISLA FUERTE","R","N","0","0.0","ISLA FUERTE","P","1","182604693284046693182604693","347275251347275251347275251","E"
