"car_t1669_id_mercado","anio_corregido","mes_corregido","nt_prop","gm","tm","prnm","dnm","cvm","rm","cuvm","id_empresa","empresa","car_carg_ano","car_carg_periodo","carg_horar","fech_public"
"162","9999","99","1-100","320.12749","53.52103","62.93191","315.25501","28.22864","34.61393","814.67801","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"162","9999","99","1-50","320.12749","53.52103","62.93191","277.60101","28.22864","34.61393","777.02401","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"162","9999","99","1-0","320.12749","53.52103","62.93191","239.94702","28.22864","34.61393","739.37002","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"162","9999","99","2","320.12749","53.52103","29.22167","198.96826","28.22864","34.61393","664.68102","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"162","9999","99","3","320.12749","53.52103","21.95333","87.25285","28.22864","34.61393","545.69727","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","1-100","341.36607","53.52103","66.02287","266.48131","34.75917","34.61393","796.76438","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","1-0","341.36607","53.52103","66.02287","222.24395","34.75917","34.61393","752.52702","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","2","341.36607","53.52103","28.73691","162.20164","34.75917","34.61393","655.19875","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","3","341.36607","53.52103","26.39253","97.19994","34.75917","34.61393","587.85267","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"168","9999","99","1-100","342.44732","53.52103","93.94834","266.48131","29.38176","34.61393","820.39369","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"168","9999","99","1-0","342.44732","53.52103","93.94834","218.90757","29.38176","34.61393","772.81995","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"168","9999","99","2","342.44732","53.52103","32.33727","162.20164","29.38176","34.61393","654.50295","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"168","9999","99","3","342.44732","53.52103","28.01984","97.19994","29.38176","34.61393","585.18382","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"172","9999","99","1-100","342.48754","53.52103","80.58941","266.48131","49.52329","34.61393","827.21651","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"172","9999","99","1-0","342.48754","53.52103","80.58941","181.38124","49.52329","34.61393","742.11644","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"172","9999","99","2","342.48754","53.52103","31.0661","162.20164","49.52329","34.61393","673.41353","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"172","9999","99","3","342.48754","53.52103","26.11031","97.19994","49.52329","34.61393","603.45604","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"170","9999","99","1-100","342.22502","53.52103","74.14428","263.17768","30.92517","34.61393","798.60711","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"170","9999","99","1-0","342.22502","53.52103","74.14428","212.54681","30.92517","34.61393","747.97624","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"170","9999","99","2","342.22502","53.52103","30.71385","164.00006","30.92517","34.61393","655.99906","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"170","9999","99","3","342.22502","53.52103","24.2159","109.80782","30.92517","34.61393","595.30887","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"175","9999","99","1-100","342.47105","53.52103","66.33121","287.26359","27.8569","34.61393","812.05771","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"175","9999","99","1-50","342.47105","53.52103","66.33121","273.39763","27.8569","34.61393","798.19175","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"175","9999","99","1-0","342.47105","53.52103","66.33121","259.53167","27.8569","34.61393","784.32579","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"175","9999","99","2","342.47105","53.52103","31.81566","193.06481","27.8569","34.61393","683.34338","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"175","9999","99","3","342.47105","53.52103","25.68813","44.87518","27.8569","34.61393","529.02622","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"173","9999","99","1-100","342.39662","53.52103","88.82073","266.48131","42.10457","34.61393","827.93819","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"173","9999","99","1-50","342.39662","53.52103","88.82073","240.1239","42.10457","34.61393","801.58078","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"173","9999","99","1-0","342.39662","53.52103","88.82073","213.7665","42.10457","34.61393","775.22338","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"173","9999","99","2","342.39662","53.52103","45.00385","162.20164","42.10457","34.61393","679.84164","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"173","9999","99","3","342.39662","53.52103","38.32141","97.19994","42.10457","34.61393","608.1575","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"161","9999","99","1-100","325.58834","53.52103","76.925","315.25501","27.62926","34.61393","833.53257","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"161","9999","99","1-0","325.58834","53.52103","76.925","251.2226","27.62926","34.61393","769.50016","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"161","9999","99","2","325.58834","53.52103","24.69123","198.96826","27.62926","34.61393","665.01205","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"161","9999","99","3","325.58834","53.52103","25.66593","87.25285","27.62926","34.61393","554.27134","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"163","9999","99","1-100","336.27656","53.52103","62.79162","315.25501","27.85513","34.61393","830.31328","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"163","9999","99","1-0","336.27656","53.52103","62.79162","266.36227","27.85513","34.61393","781.42054","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"163","9999","99","2","336.27656","53.52103","26.88217","198.96826","27.85513","34.61393","678.11708","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"163","9999","99","3","336.27656","53.52103","23.68529","87.25285","27.85513","34.61393","563.20479","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"164","9999","99","1-100","331.48015","53.52103","64.35616","315.25501","27.81172","34.61393","827.038","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"164","9999","99","1-0","331.48015","53.52103","64.35616","269.54697","27.81172","34.61393","781.32996","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"164","9999","99","2","331.48015","53.52103","28.0314","198.96826","27.81172","34.61393","674.42649","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"164","9999","99","3","331.48015","53.52103","21.66055","87.25285","27.81172","34.61393","556.34023","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"160","9999","99","1-100","342.16184","53.52103","75.65035","315.25501","30.60092","34.61393","851.80308","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"160","9999","99","1-0","342.16184","53.52103","75.65035","219.83827","30.60092","34.61393","756.38634","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"160","9999","99","2","342.16184","53.52103","28.38467","198.96826","30.60092","34.61393","688.25065","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"160","9999","99","3","342.16184","53.52103","21.92974","87.25285","30.60092","34.61393","570.08031","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"169","9999","99","1-100","342.45405","53.52103","96.20427","263.17768","30.46449","34.61393","820.43545","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"169","9999","99","1-0","342.45405","53.52103","96.20427","154.82312","30.46449","34.61393","712.08089","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"169","9999","99","2","342.45405","53.52103","41.73383","164.00006","30.46449","34.61393","666.78739","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"169","9999","99","3","342.45405","53.52103","30.73374","109.80782","30.46449","34.61393","601.59506","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"166","9999","99","1-100","342.37058","53.52103","62.7933","266.48131","27.12253","34.61393","786.90268","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"166","9999","99","1-0","342.37058","53.52103","62.7933","210.09053","27.12253","34.61393","730.5119","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"166","9999","99","2","342.37058","53.52103","26.9853","162.20164","27.12253","34.61393","646.81501","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"166","9999","99","3","342.37058","53.52103","20.89103","97.19994","27.12253","34.61393","575.71904","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","1-100","342.07021","53.52103","66.55795","266.48131","32.01483","34.61393","795.25926","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","1-0","342.07021","53.52103","66.55795","192.93882","32.01483","34.61393","721.71677","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","2","342.07021","53.52103","28.73292","162.20164","32.01483","34.61393","653.15456","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","3","342.07021","53.52103","24.82239","97.19994","32.01483","34.61393","584.24233","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"703","9999","99","1-100","314.10154","53.52103","121.28891","287.26359","27.84167","34.61393","838.63067","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"703","9999","99","1-0","314.10154","53.52103","121.28891","141.98916","27.84167","34.61393","693.35624","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"703","9999","99","2","314.10154","53.52103","76.95615","193.06481","27.84167","34.61393","700.09913","2020","DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"601","9999","99","1-100","292.9741","51.97324","53.68496","297.05295","100.61247","22.90228","819.2","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"601","9999","99","1-50","292.9741","51.97324","53.68496","229.74272","100.61247","22.90228","751.88977","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"601","9999","99","1-0","292.9741","51.97324","53.68496","162.43249","100.61247","22.90228","684.57954","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"601","9999","99","2","292.9741","51.97324","27.18863","194.19399","100.61247","22.90228","689.84471","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"601","9999","99","3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"601","9999","99","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2371","EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"166","9999","99","1-100","303.83","51.97","56.85","266.58","75.58","20.2","775.01","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"166","9999","99","1-0","303.83","51.97","56.85","209.18","75.58","20.2","717.61","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"166","9999","99","2","303.83","51.97","24.63","163.25","75.58","20.2","639.46","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"166","9999","99","3","303.83","51.97","19.15","94.22","75.58","20.2","564.95","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"166","9999","99","1-100","302.23","44.98","56.46","266.58","75.58","20.57","766.4","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","3","1900-01-01T00:00:00.000"
"166","9999","99","1-0","302.23","44.98","56.46","209.18","75.58","20.57","709.0","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","3","1900-01-01T00:00:00.000"
"166","9999","99","2","302.23","44.98","24.88","163.25","75.58","20.57","631.49","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","3","1900-01-01T00:00:00.000"
"166","9999","99","3","302.23","44.98","19.51","94.22","75.58","20.57","557.09","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","3","1900-01-01T00:00:00.000"
"166","9999","99","1-100","303.29","51.96","56.62","266.58","75.58","20.55","774.58","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","2","1900-01-01T00:00:00.000"
"166","9999","99","1-0","303.29","51.96","56.62","209.18","75.58","20.55","717.18","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","2","1900-01-01T00:00:00.000"
"166","9999","99","2","303.29","51.96","24.47","163.25","75.58","20.55","639.1","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","2","1900-01-01T00:00:00.000"
"166","9999","99","3","303.29","51.96","19.0","94.22","75.58","20.55","564.6","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","2","1900-01-01T00:00:00.000"
"166","9999","99","1-100","305.62","56.63","57.43","266.58","75.58","19.1","780.94","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","1","1900-01-01T00:00:00.000"
"166","9999","99","1-0","305.62","56.63","57.43","209.18","75.58","19.1","723.54","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","1","1900-01-01T00:00:00.000"
"166","9999","99","2","305.62","56.63","24.69","163.25","75.58","19.1","644.87","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","1","1900-01-01T00:00:00.000"
"166","9999","99","3","305.62","56.63","19.12","94.22","75.58","19.1","570.27","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","1","1900-01-01T00:00:00.000"
"561","9999","99","1-100","300.28","51.97","59.82","266.58","105.01","20.2","803.86","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"561","9999","99","1-0","300.28","51.97","59.82","193.2","105.01","20.2","730.48","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"561","9999","99","2","300.28","51.97","26.11","163.25","105.01","20.2","666.82","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"561","9999","99","3","300.28","51.97","22.63","94.22","105.01","20.2","594.31","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"561","9999","99","4","300.28","51.97","13.57","34.27","105.01","20.2","525.3","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","1-100","298.47","51.97","90.25","244.9","90.19","20.2","795.98","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","1-50","298.47","51.97","90.25","190.66","90.19","20.2","741.74","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","1-0","298.47","51.97","90.25","136.41","90.19","20.2","687.49","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","2","298.47","51.97","38.75","150.26","90.19","20.2","649.84","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","3","298.47","51.97","28.63","99.95","90.19","20.2","589.41","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"169","9999","99","4","298.47","51.97","16.14","34.27","90.19","20.2","511.24","637","COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.","2023","1","4","1900-01-01T00:00:00.000"
"158","9999","99","1-100","354.0971","52.3669","76.2141","265.9942","109.8581","20.1808","878.7112","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"158","9999","99","1-50","354.0971","52.3669","76.2141","228.636","109.8581","20.1808","841.353","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"158","9999","99","1-0","354.0971","52.3669","76.2141","191.2778","109.8581","20.1808","803.9948","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"158","9999","99","2","354.0971","52.3669","22.4797","163.1968","109.8581","20.1808","722.1794","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"158","9999","99","3","354.0971","52.3669","19.261","108.8229","109.8581","20.1808","664.5868","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"158","9999","99","4","354.0971","52.3669","11.3242","37.0472","109.8581","20.1808","584.8743","500","EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS","2023","3","4","1900-01-01T00:00:00.000"
"165","9999","99","1-100","370.98038","53.52103","70.59491","266.48131","40.70683","32.2093","834.49376","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","1-50","370.98038","53.52103","70.59491","244.36263","40.70683","32.2093","812.37508","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","1-0","370.98038","53.52103","70.59491","222.24395","40.70683","32.2093","790.2564","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","2","370.98038","53.52103","30.52001","162.20164","40.70683","32.2093","690.13919","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","3","370.98038","53.52103","28.00021","97.19994","40.70683","32.2093","622.61769","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"165","9999","99","1-100","365.83","45.21324","68.64271","266.48131","40.70683","32.2093","819.08339","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","1-50","365.83","45.21324","68.64271","244.36263","40.70683","32.2093","796.96471","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","1-0","365.83","45.21324","68.64271","222.24395","40.70683","32.2093","774.84603","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","2","365.83","45.21324","29.81576","162.20164","40.70683","32.2093","675.97677","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","3","365.83","45.21324","27.37453","97.19994","40.70683","32.2093","608.53384","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20437","ENERTOTAL S.A. E.S.P.","2023","4","3","1900-01-01T00:00:00.000"
"165","9999","99","1-100","375.83","58.03991","71.98145","266.48131","40.70683","32.2093","845.2488","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"172","9999","99","1-50","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2824","ENERCO S.A. E.S.P.","2023","3","4","1900-01-01T00:00:00.000"
"165","9999","99","1-50","375.83","58.03991","71.98145","244.36263","40.70683","32.2093","823.13012","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"165","9999","99","1-0","375.83","58.03991","71.98145","222.24395","40.70683","32.2093","801.01144","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"165","9999","99","2","375.83","58.03991","31.03352","162.20164","40.70683","32.2093","700.0212","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"165","9999","99","3","375.83","58.03991","28.45883","97.19994","40.70683","32.2093","632.44481","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"165","9999","99","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20437","ENERTOTAL S.A. E.S.P.","2023","4","1","1900-01-01T00:00:00.000"
"561","9999","99","1-100","374.50308","53.52103","71.60189","266.48131","40.0","32.2093","838.31661","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","1-50","374.50308","53.52103","71.60189","229.71006","40.0","32.2093","801.54536","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","1-0","374.50308","53.52103","71.60189","192.93882","40.0","32.2093","764.77412","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
"561","9999","99","2","374.50308","53.52103","30.68209","162.20164","40.0","32.2093","693.11714","20437","ENERTOTAL S.A. E.S.P.","2023","4","4","1900-01-01T00:00:00.000"
